file1,file2,true_label
tipo_3/ar15/1/r/53/0/835213.py,tipo_3/ar15/2/b/41/2/834569.py,3
tipo_3/ar7/1/r/53/0/835213.py,tipo_3/ar7/2/r/54/1/835203.py,3
tipo_3/ar14/1/r/53/0/835213.py,tipo_3/ar14/2/r/50/0/835339.py,3
tipo_3/ar1/1/r/53/1/835216.py,tipo_3/ar1/2/r/53/0/835213.py,3
tipo_3/ar55/1/r/49/0/835366.py,tipo_3/ar55/2/b/46/3/930316.py,3
tipo_3/ar57/1/r/64/4/1012765.py,tipo_3/ar57/2/r/64/4/1012762.py,3
tipo_3/ar62/1/r/52/0/835240.py,tipo_3/ar62/2/r/51/1/835311.py,3
tipo_3/ar3/1/r/53/1/835216.py,tipo_3/ar3/2/r/57/0/834690.py,3
tipo_3/ar63/1/r/52/0/835240.py,tipo_3/ar63/2/r/50/0/835339.py,3
tipo_3/ar59/1/r/52/0/835240.py,tipo_3/ar59/2/r/57/0/834690.py,3
tipo_3/ar60/1/r/52/0/835240.py,tipo_3/ar60/2/r/59/2/836179.py,3
tipo_3/ar11/1/r/53/0/835213.py,tipo_3/ar11/2/r/59/2/836179.py,3
tipo_3/ar56/1/r/64/4/1012765.py,tipo_3/ar56/2/r/64/4/1012763.py,3
tipo_3/ar2/1/r/53/1/835216.py,tipo_3/ar2/2/r/56/0/834702.py,3
tipo_3/ar4/1/r/53/1/835216.py,tipo_3/ar4/2/r/55/0/835129.py,3
tipo_3/ar18/1/r/53/0/835213.py,tipo_3/ar18/2/b/46/3/930316.py,3
tipo_3/ar64/1/r/52/0/835240.py,tipo_3/ar64/2/b/41/2/834569.py,3
tipo_3/ar19/1/r/53/0/835213.py,tipo_3/ar19/2/b/35/2/914524.py,3
tipo_3/ar58/1/r/64/4/1012763.py,tipo_3/ar58/2/r/64/4/1012762.py,3
tipo_3/ar12/1/r/53/0/835213.py,tipo_3/ar12/2/r/55/0/835129.py,3
tipo_3/ar6/1/r/53/0/835213.py,tipo_3/ar6/2/r/56/0/834702.py,3
tipo_3/ar65/1/r/52/0/835240.py,tipo_3/ar65/2/b/46/0/927583.py,3
tipo_3/ar17/1/r/53/0/835213.py,tipo_3/ar17/2/b/46/0/927583.py,3
